Num.col,Colector,Localidad-sym,Familia,Genero,especie,Infraespecifico,calificadorID,Nombre cientifico,N¼ individuos en parche,UICN,LISTA-ROJA-ECUADOR,Habito,Amenazada,Localidad,NOTAS,ENDEMICA PAIS,ENDEMICA CENTINELA,PAIS,,,,,,,,,,
observacion,A Fern‡ndez,SBSR,Gesneriaceae,Gasteranthus,macrocalyx,,,Gasteranthus macrocalyx,<300,EN,EN,Hierba,s’,"Bosque Santa Rosa, cerca de la escuela y la casa del Presidente",,,,,,,,,,,,,,
4755,JC Cer—n,SBSR,Malvaceae,Matisia,grandifolia,,,Matisia grandifolia,,EN,EN,çrbol,s’,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,ECU-COL,,,,,,,,,,
4763,JC Cer—n,SBSR,Begoniaceae,Begonia,harlingii,,,Begonia cf. harlingii,,EN,VU,Hierba,,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,ECU,,,,,,,,,,
4766,JC Cer—n,SBSR,Malvaceae,Matisia,palenquiana,,,Matisia palenquiana,,EN,EN,çrbol,s’,"Bosque Sur. ""Bosque de la avioneta"", cerca de Bosque Vega",,,,ECU,,,,,,,,,,
4802,JC Cer—n,SBV,Primulaceae,Geissanthus,fallenae,,,Geissanthus fallenae,,EN,EN,çrbol,s’,Bosque Vega,,,,ECU,,,,,,,,,,
observacion,A Fern‡ndez,SBV,Meliaceae,Carapa,megistocarpa,,,Carapa megistocarpa,<100,EN,EN,çrbol,s’,Bosque Vega,,,,ECU-COL,,,,,,,,,,
828,"White, Dawson M.",SBV,Begoniaceae,Begonia,harlingii,,,Begonia harlingii,,EN,VU,Hierba,,La Centinela; southwestern side of southernmost mountain.,,,,ECU,,,,,,,,,,
74,A Fern‡ndez,SBW,Lecythidaceae,Gustavia,dodsonii,,,Gustavia dodsonii,,EN,EN,çrbol,s’,Bosque Don Wilson Estrada,,,,ECU,,,,,,,,,,
82,A Fern‡ndez,SBW,Gesneriaceae,Gasteranthus,timidus,,,Gasteranthus timidus,,EN,EN,Subarbusto,s’,Bosque Don Wilson Estrada,,,,ECU,,,,,,,,,,
83,A Fern‡ndez,SBW,Malvaceae,Matisia,coloradorum,,,Matisia coloradorum,,EN,EN,çrbol,s’,Bosque Don Wilson Estrada,,,,ECU,,,,,,,,,,
observacion,A Fern‡ndez,SBW,Meliaceae,Carapa,megistocarpa,,,Carapa megistocarpa,<20,EN,EN,çrbol,s’,,,,,ECU-COL,,,,,,,,,,
890,DM White,BCLR,Erythroxylaceae,Erythroxylum,novogranatense,,,Erythroxylum novogranatense,,LC,,Arbusto,no,Recinto Polanco. Finca de Eduardo Diaz.,,,,,,,,,,,,,,
4477,JC Cer—n,BCLR,Meliaceae,Guarea,macrophylla,,,Guarea macrophylla,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4482,JC Cer—n,BCLR,Moraceae,Helicostylis,tovarensis,,,Helicostylis tovarensis,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4484,JC Cer—n,BCLR,Cardiopteridaceae,Citronella,melliodora,,,Citronella melliodora,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4486,JC Cer—n,BCLR,Elaeocarpaceae,Sloanea,guianensis,,cf.,Sloanea cf. guianensis,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4489,JC Cer—n,BCLR,Moraceae,Brosimum,utile,,,Brosimum utile,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4490,JC Cer—n,BCLR,Malvaceae,Matisia,giacomettoi,,,Matisia giacomettoi,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4491,JC Cer—n,BCLR,Meliaceae,Ruagea,glabra,,,Ruagea glabra,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4493,JC Cer—n,BCLR,Moraceae,Ficus,macbridei,,,Ficus macbridei,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4495,JC Cer—n,BCLR,Melastomataceae,Triolena,pustulata,,,Triolena pustulata,,LC,LC,Hierba,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4500,JC Cer—n,BCLR,Malvaceae,Matisia,giacomettoi,,,Matisia giacomettoi,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4502,JC Cer—n,BCLR,Salicaceae,Casearia,cajambrensis,,,Casearia cajambrensis,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4503,JC Cer—n,BCLR,Rubiaceae,Agouticarpa,williamsii,,,Agouticarpa williamsii,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4508,JC Cer—n,BCLR,Rubiaceae,Cinchona,barbacoensis,,,Cinchona barbacoensis,,LC,,Arbusto,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4511,JC Cer—n,BCLR,Elaeocarpaceae,Sloanea,guianensis,,cf.,Sloanea cf. guianensis,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4512,JC Cer—n,BCLR,Arecaceae,Synechanthus,warscewiczianus,,,Synechanthus warscewiczianus,,LC,LC,Palma de 3 m de alto. Frutos amarillos,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4514,JC Cer—n,BCLR,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4615,JC Cer—n,BCLR,Sapotaceae,Sarcaulus,brasiliensis,,,Sarcaulus brasiliensis,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4618,JC Cer—n,BCLR,Fabaceae,Andira,taurotesticulata,,cf.,Andira cf. taurotesticulata,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4640,JC Cer—n,BCLR,Meliaceae,Ruagea,glabra,,,Ruagea glabra,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4641,JC Cer—n,BCLR,Clusiaceae,Clusia,dixonii,,cf.,Clusia cf. dixonii,,LC,,Hemiep’fita,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4642,JC Cer—n,BCLR,Elaeocarpaceae,Sloanea,fragans,,,Sloanea fragans,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4841,JC Cer—n,BCLR,Melastomataceae,Miconia,brachycalyx,,,Miconia brachycalyx,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4842,JC Cer—n,BCLR,Apocynaceae,Lacmellea,speciosa,,,Lacmellea speciosa,,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4846,JC Cer—n,BCLR,Piperaceae,Piper,aequale,,,Piper aequale,,LC,,Arbusto,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4848,JC Cer—n,BCLR,Chrysobalanaceae,Hirtella,triandra,,aff.,Hirtella aff. triandra,,LC,,çrbol,no,Bosque y Cascadas las Rocas,Especie interesante para corroborar,,,,,,,,,,,,,
16832,"Clark, John Littner",BCLR,Melastomataceae,Triolena,pustulata,,,Triolena pustulata,,LC,LC,Hierba,no,"Parroquia: Polanco. Sector Bolo Alto, Cascada Escondida (propiedad de Felip Lliuipuma & Elsa Simba–a), waterfalls of the Bolo watershed.",,,,,,,,,,,,,,
17697,"Clark, John Littner",BCLR,Cardiopteridaceae,Citronella,melliadora,,,Citronella melliodora,,LC,,Hierba,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Rubiaceae,Agouticarpa,Williamsii,,,Agouticarpa williamsii,<50,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Fabaceae,Andira,inermis,,cf.,Andira cf. inermis,<50,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Fabaceae,Andira,taurotesticulata,,cf.,Andira cf. taurotesticulata,<10,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Annonaceae,Annona,neglecta,,,Annona neglecta,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Moraceae,Brosimum,utile,,,Brosimum utile,<300,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Salicaceae,Casearia,cajambrensis,,,Casearia cajambrensis,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Rubiaceae,Cinchona,barbacoensis,,,Cinchona barbacoensis,<100,LC,,Arbusto,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Cardiopteridaceae,Citronella,melliodora,,,Citronella melliodora,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Clusiaceae,Clusia,dixonii,,cf.,Clusia cf. dixonii,<100,LC,,,,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Clusiaceae,Clusia,penduliflora,,,Clusia penduliflora,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Moraceae,Ficus,macbridei,,,Ficus macbridei,<50,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Meliaceae,Guarea,macrophylla,,,Guarea macrophylla,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Moraceae,Helicostylis,tovarensis,,,Helicostylis tovarensis,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Chrysobalanaceae,Hirtella,triandra,,cf.,Hirtella cf. triandra,<50,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Apocynaceae,Lacmellea,speciosa,,,Lacmellea speciosa,<20,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Malvaceae,Matisia,giacomettoi,,,Matisia giacomettoi,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Melastomataceae,Miconia,brachycalyx,,,Miconia brachycalyx,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Piperaceae,Piper,aequale,,,Piper aequale,<100,LC,,Arbusto,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Meliaceae,Ruagea,glabra,,,Ruagea glabra,<50,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Siparunaceae,Siparuna,aspera,,,Siparuna aspera,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Elaeocarpaceae,Sloanea,guianensis,,cf.,Sloanea cf. guianensis,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Elaeocarpaceae,Sloanea,fragrans,,,Sloanea fragrans,<100,LC,,çrbol,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLR,Melastomataceae,Triolena,pustulata,,,Triolena pustulata,<100,LC,LC,Hierba,no,Bosque y Cascadas las Rocas,,,,,,,,,,,,,,
4607,JC Cer—n,BCLRN,Primulaceae,Geissanthus,longistamineus,,,Geissanthus longistamineus,,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4621,JC Cer—n,BCLRN,Annonaceae,Annona,neglecta,,,Annona neglecta,,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4622,JC Cer—n,BCLRN,Rubiaceae,Palicourea,chimboracensis,,,Palicourea chimboracensis,,LC,,Arbolito,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4625,JC Cer—n,BCLRN,Siparunaceae,Siparuna,aspera,,,Siparuna aspera,,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4626,JC Cer—n,BCLRN,Siparunaceae,Siparuna ,aspera,,,Siparuna aspera,,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4629,JC Cer—n,BCLRN,Primulaceae,Ardisia ,croatii,,,Ardisia croatii,,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Siparunaceae,Siparuna,aspera,,,Siparuna aspera,<100,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Rubiaceae,Palicourea,chimboracensis,,,Palicourea chimboracensis,<100,LC,,Arbolito,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Primulaceae,Ardisia ,croatii,,,Ardisia croatii,<50,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Meliaceae,Ruagea,glabra,,,Ruagea glabra,<50,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Primulaceae,Geissanthus,longistamineus,,,Geissanthus longistamineus,<100,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Picramniaceae,Picramnia,magnifolia,,,Picramnia magnifolia,<100,LC,,Arbusto,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Cardiopteridaceae,Citronella,melliodora,,,Citronella melliodora,<100,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Annonaceae,Annona,neglecta,,,Annona neglecta,<50,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Clusiaceae,Clusia,penduliflora,,,Clusia penduliflora,<100,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
observacion,A Fern‡ndez,BCLRN,Fabaceae,Andira,taurotesticulata,,cf.,Andira cf. taurotesticulata,<100,LC,,çrbol,no,BCLR Norte. Bosque al frente de BCLR,,,,,,,,,,,,,,
4396,JC Cer—n,CC,Dipentodontaceae,Perrottetia,multiflora,,cf.,Perrottetia cf. multiflora,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4403,JC Cer—n,CC,Solanaceae,Solanum,juglandifolium,,cf.,Solanum cf. juglandifolium,,LC,,Hierba,no,Cascadas Cristal,,,,,,,,,,,,,,
4405,JC Cer—n,CC,Siparunaceae,Siparuna,aspera,,,Siparuna aspera,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4406,JC Cer—n,CC,Annonaceae,Annona,neglecta,,,Annona neglecta,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4407,JC Cer—n,CC,Solanaceae,Solanum,abitaguense,,,Solanum abitaguense,,LC,,Arbusto,no,Cascadas Cristal,,,,,,,,,,,,,,
4411,JC Cer—n,CC,Rubiaceae,Psychotria,dives,,,Psychotria dives,,LC,,Arbusto,no,Cascadas Cristal,,,,,,,,,,,,,,
4416,JC Cer—n,CC,Arecaceae,Chamaedorea,pinnatifrons,,,Chamaedorea pinnatifrons,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4419,JC Cer—n,CC,Euphorbiaceae,Euphorbia,sinclairiana,,,Euphorbia sinclairiana,,LC,,Hierba,no,Cascadas Cristal,,,,,,,,,,,,,,
4421,JC Cer—n,CC,Picramniaceae,Picramnia,latifolia,,,Picramnia latifolia,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4425,JC Cer—n,CC,Meliaceae,Trichilia,surinamenis,,,Trichilia surinamenis,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4429,JC Cer—n,CC,Lamiaceae,Aegiphila,alba,,,Aegiphila alba,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4442,JC Cer—n,CC,Rubiaceae,Psychotria,pilosa,,,Psychotria pilosa,,LC,,Arbusto,no,Cascadas Cristal,,,,,,,,,,,,,,
4444,JC Cer—n,CC,Boraginaceae,Tournefortia,gigantifolia,,,Tournefortia gigantifolia,,LC,,Arbusto,no,Cascadas Cristal,,,,,,,,,,,,,,
4446,JC Cer—n,CC,Lauraceae,Beilschmiedia,costaricensis,,,Beilschmiedia costaricensis,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4447,JC Cer—n,CC,Meliaceae,Trichilia,surinamensis,,,Trichilia surinamensis,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4449,JC Cer—n,CC,Pentaphylacaceae,Freziera,calophylla,,cf.,Freziera cf. calophylla,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4450,JC Cer—n,CC,Melastomataceae,Graffenrieda,cucullata,,,Graffenrieda cucullata,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4453,JC Cer—n,CC,Melastomataceae,Blakea,subconnata,,,Blakea subconnata,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4457,JC Cer—n,CC,Rubiaceae,Palicourea,chimboracensis,,,Palicourea chimboracensis,,LC,,Arbolito,no,Cascadas Cristal,,,,,,,,,,,,,,
4462,JC Cer—n,CC,Clusiaceae,Clusia,penduliflora,,,Clusia penduliflora,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4463,JC Cer—n,CC,Salicaceae,Casearia,cajambrensis,,,Casearia cajambrensis,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4469,JC Cer—n,CC,Melastomataceae,Blakea,subconnata,,,Blakea subconnata,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4471,JC Cer—n,CC,Rubiaceae,Palicourea,chimboracensis,,,Palicourea chimboracensis,,LC,,Arbolito,no,Cascadas Cristal,,,,,,,,,,,,,,
4474,JC Cer—n,CC,Meliaceae,Ruagea,tomentosa,,,Ruagea tomentosa,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4821,JC Cer—n,CC,Annonaceae,Annona,neglecta,,,Annona neglecta,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4823,JC Cer—n,CC,Burseraceae,Protium,ecuadorense,,,Protium ecuadorense,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4825,JC Cer—n,CC,Lecythidaceae,Eschweilera,caudiculata,,,Eschweilera caudiculata,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4828,JC Cer—n,CC,Myristicaceae,Compsoneura,atopa,,,Compsoneura atopa,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4829,JC Cer—n,CC,Lauraceae,Beilschmiedia,alloiophylla,,,Beilschmiedia alloiophylla,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4832,JC Cer—n,CC,Celastraceae,Salacia,cordata,,,Salacia cordata,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4833,JC Cer—n,CC,Lecythidaceae,Eschweilera,rimbachii,,cf.,Eschweilera cf. rimbachii,,LC,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4834,JC Cer—n,CC,Clusiaceae,Chrysochlamys ,nicaraguensis,,,Chrysochlamys nicaraguensis,,LC,,çrbol,,Cascadas Cristal,,,,,,,,,,,,,,
4837,JC Cer—n,CC,Annonaceae,Annona,neglecta,,,Annona neglecta,,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
17684,"Clark, John Littner",CC,Euphorbiaceae,indet,,,,Euphorbia sinclairiana,,LC,,Hierba,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Lauraceae,Beilschmiedia,alloiophylla,,,Beilschmiedia alloiophylla,<50,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Siparunaceae,Siparuna,aspera,,,Siparuna aspera,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Myristicaceae,Compsoneura,atopa,,,Compsoneura atopa,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Salicaceae,Casearia,cajambrensis,,,Casearia cajambrensis,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Pentaphylacaceae,Freziera,calophylla,,cf.,Freziera cf. calophylla,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Lecythidaceae,Eschweilera,caudiculata,,,Eschweilera caudiculata,<50,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Rubiaceae,Palicourea,chimboracensis,,,Palicourea chimboracensis,<100,LC,,Arbolito,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Rubiaceae,Salacia,cordata,,,Salacia cordata,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Lauraceae,Beilschmiedia,costaricensis,,,Beilschmiedia costaricensis,<50,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Melastomataceae,Graffenrieda,cucullata,,,Graffenrieda cucullata,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Rubiaceae,Psychotria,dives,,,Psychotria dives,<100,LC,,Arbusto,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Burseraceae,Protium,ecuadorense,,,Protium ecuadorense,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Picramniaceae,Picramnia,latifolia,,,Picramnia latifolia,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Annonaceae,Annona,neglecta,,,Annona neglecta,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Clusiaceae,Clusia,penduliflora,,,Clusia penduliflora,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Clusiaceae,Clusia,penduliflora,,,Clusia penduliflora,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Rubiaceae,Psychotria,pilosa,,,Psychotria pilosa,<100,LC,,Arbusto,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Arecaceae,Chamaedorea,pinnatifrons,,,Chamaedorea pinnatifrons,<50,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Lecythidaceae,Eschweilera,rimbachii,,,Eschweilera rimbachii,<50,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Euphorbiaceae,Euphorbia,sinclairiana,,,Euphorbia sinclairiana,<50,LC,,Hierba,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Melastomataceae,Blakea,subconnata,,,Blakea subconnata,<20,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Meliaceae,Trichilia,surinamensis,,,Trichilia surinamensis,<100,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CC,Meliaceae,Ruagea,tomentosa,,,Ruagea tomentosa,<50,LC,,çrbol,no,Cascadas Cristal,,,,,,,,,,,,,,
4720,JC Cer—n,CDP,Melastomataceae,Miconia,brevitheca,,,Miconia brevitheca,,LC,NT,çrbol,no,Centinela del pichincha,,,,,,,,,,,,,,
4724,JC Cer—n,CDP,Meliaceae,Trichilia,pallida,,,Trichilia pallida,,LC,,çrbol,no,Centinela del pichincha,,,,,,,,,,,,,,
4726,JC Cer—n,CDP,Meliaceae,Guarea,kunthiana,,,Guarea kunthiana,,LC,,çrbol,no,Centinela del pichincha,,,,,,,,,,,,,,
4729,JC Cer—n,CDP,Metteniusaceae,Calatola,costaricensis,,,Calatola costaricensis,,LC,,çrbol,no,Centinela del pichincha,,,,,,,,,,,,,,
4810,JC Cer—n,CDP,Euphorbiaceae,Margaritaria,nobilis,,,Margaritaria nobilis,,LC,,çrbol,no,Centinela del pichincha,,,,,,,,,,,,,,
4812,JC Cer—n,CDP,Erythroxylaceae,Erythroxylum,squamatum,,,Erythroxylum squamatum,,LC,,Arbusto,no,Centinela del pichincha,,,,,,,,,,,,,,
4819,JC Cer—n,CDP,Polygonaceae,Coccoloba,obovata,,cf.,Coccoloba cf. obovata,,LC,,çrbol,no,Centinela del pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Melastomataceae,Miconia,brevitheca,,,Miconia brevitheca,<50,LC,NT,çrbol,no,Centinela del Pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Metteniusaceae,Calatola,costaricensis,,,Calatola costaricensis,<50,LC,,çrbol,no,Centinela del Pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Melastomataceae,Miconia,gracilis,,,Miconia gracilis,<50,LC,,çrbol,no,Centinela del Pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Meliaceae,Guarea,kunthiana,,,Guarea kunthiana,<100,LC,,çrbol,no,Centinela del Pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Euphorbiaceae,Margaritaria,nobilis,,,Margaritaria nobilis,<100,LC,,çrbol,no,Centinela del Pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Meliaceae,Trichilia,pallida,,,Trichilia pallida,<50,LC,,,no,Centinela del Pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Achariaceae,Carpotroche,ramosii,,,Carpotroche ramosii,<100,LC,,Arbolito,no,Centinela del Pichincha,,,,,,,,,,,,,,
observacion,A Fern‡ndez,CDP,Erythroxylaceae,Erythroxylum,squamatum,,,Erythroxylum squamatum,<100,LC,,çrbol,no,Centinela del Pichincha,,,,,,,,,,,,,,
